,Artiste,Titre,Listeners,Unnamed: 3,Unnamed: 4
1868,ed-sheeran,castle-on-the-hill,209023,,
1869,future,mask-off,176246,,
1870,fall-out-boy,centuries,311767,,
1871,sia,elastic-heart,373382,,
1872,kendrick-lamar,money-trees,245631,,
1873,the-raconteurs,steady-as-she-goes,644047,,
1874,ed-sheeran,happier,139387,,
1875,tame-impala,eventually,233989,,
1876,muse,madness,551402,,
1877,the-1975,love-it-if-we-made-it,41187,,
1878,rita-ora,velvet-rope,13126,,
1879,three-days-grace,i-hate-everything-about-you,969437,,
1880,normani,checklist-with-calvin-harris-feat-wizkid,21836,,
1881,jose-gonzalez,heartbeats,938914,,
1882,wu-tang-clan,c-r-e-a-m,560894,,
1883,david-bowie,rebel-rebel-2016-remastered-version,66511,,
1884,the-offspring,self-esteem,765372,,
1885,interpol,obstacle-1,589736,,
1886,calvin-harris,slide,181407,,
1887,linkin-park,crawling,917411,,
1888,marina-the-diamonds,how-to-be-a-heartbreaker,206439,,
1889,beirut,gallipoli,17949,,
1890,empire-of-the-sun,walking-on-a-dream,821684,,
1891,taylor-swift,getaway-car,62583,,
1892,rammstein,du-hast,696167,,
1893,future,fine-china,24631,,
1894,deerhunter,death-in-midsummer,12911,,
1895,rudimental,these-days-feat-jess-glynne-macklemore-dan-caplen,105550,,
1896,the-prodigy,resonate,12827,,
1897,maroon-5,what-lovers-do-feat-sza,147505,,
1898,arctic-monkeys,star-treatment,79684,,
1899,sufjan-stevens,should-have-known-better,245974,,
1900,carly-rae-jepsen,i-really-like-you,264698,,
1901,tyler-the-creator,okra,62959,,
1902,major-lazer,lean-on-feat-mo-dj-snake,430180,,
1903,bonnie-tyler,total-eclipse-of-the-heart,521746,,
1904,travi-scott,astrothunder,48424,,
1905,klaxons,golden-skans,767637,,
1906,eminem,the-ringer,82054,,
1907,demi-lovato,sober,48541,,
1908,halsey,bad-at-love,103303,,
1909,daft-punk,get-lucky-feat-pharrell-williams,741297,,
1910,grimes,genesis,465588,,
1911,rihanna,diamonds,586049,,
1912,the-cure,lullaby,807774,,
1913,brockhampton,boogie,71036,,
1914,metallica,the-unforgiven,794811,,
1915,shawn-mendes,lost-in-japan,62064,,
1916,xxxtentacion,everybody-dies-in-their-nightmares,73363,,
1917,lil-peep,idgaf,12686,,
1918,amy-winehouse,you-know-im-no-good,1029602,,
1919,disturbed,the-sound-of-silence,149514,,
1920,taylor-swift,call-it-what-you-want,75688,,
1921,lana-del-rey,national-anthem,565009,,
1922,lorde,buzzcut-season,337581,,
1923,destinys-child,say-my-name,548101,,
1924,king-princess,pussy-is-god,12737,,
1925,a-ap-ferg,plain-jane,86289,,
1926,estelle,american-boy,228798,,
1927,alesso,remedy,36756,,
1928,cage-the-elephant,cigarette-daydreams,191180,,
1929,billy-joel,piano-man,604421,,
1930,marshmello,silence,145727,,
1931,blackpink,forever-young,32142,,
1932,wham,last-christmas-remastered,31893,,
1933,marina-the-diamonds,primadonna,347873,,
1934,adele,set-fire-to-the-rain,855670,,
1935,axwell-ingrosso,more-than-you-know,145072,,
1936,taylor-swift,dont-blame-me,59638,,
1937,fleet-foxes,white-winter-hymnal,770086,,
1938,awolnation,sail,751126,,
1939,childish-gambino,iv-sweatpants,200315,,
1940,tracy-chapman,fast-car,538944,,
1941,troye-sivan,the-good-side,57537,,
1942,sia,the-greatest,216679,,
1943,billy-joel,uptown-girl,471410,,
1944,beach-house,alien,19763,,
1945,the-doors,people-are-strange,966187,,
1946,bts,dna,60000,,
1947,mumford-sons,october-skies,12633,,
1948,jeff-buckley,hallelujah,885319,,
1949,alien-ant-farm,smooth-criminal,736288,,
1950,rihanna,fourfiveseconds,286055,,
1951,daughter,youth,444153,,
1952,drake,hotline-bling,359983,,
1953,jefferson-airplane,white-rabbit,813386,,
1954,the-killers,human,900541,,
1955,frank-ocean,good-guy,118535,,
1956,twenty-one-pilots,pet-cheetah,29538,,
1957,queen,keep-yourself-alive-live-at-the-rainbow,15637,,
1958,muse,pressure-feat-ucla-bruin-marching-band,12482,,
1959,twenty-one-pilots,bandito,29958,,
1960,grimes,kill-v-maim,157838,,
1961,the-smashing-pumpkins,marchin-on,12628,,
1962,pabllo-vittar,buzina,21054,,
1963,bruno-mars,24k-magic,228371,,
1964,little-mix,notice,12436,,
1965,arctic-monkeys,one-point-perspective,77987,,
1966,david-guetta,titanium-feat-sia,615917,,
1967,playboi-carti,shoota-feat-lil-uzi-vert,39205,,
1968,rihanna,dont-stop-the-music,894171,,
1969,denzel-curry,clout-cobain, CLOUT CO13A1N,36452,
1970,dire-straits,money-for-nothing,731946,,
1971,brockhampton,honey,36737,,
1972,travi-scott,5-tint,48538,,
1973,queen,a-kind-of-magic-remastered-2011,49887,,
1974,kiss,i-was-made-for-lovin-you,519884,,
1975,red-velvet,bad-boy,35689,,
1976,lana-del-rey,cherry,101997,,
1977,xxxtentacion,look-at-me,94249,,
1978,years-years,if-youre-over-me,66725,,
1979,frank-ocean,seigfried,108492,,
1980,amy-winehouse,rehab,1168533,,
1981,madonna,hung-up,610516,,
1982,ariana-grande,problem,347148,,
1983,jess-glynne,thursday,20087,,
1984,queen,under-pressure,632936,,
1985,brockhampton,thug-life,44216,,
1986,nicki-minaj,barbie-dreams,51252,,
1987,daniel-caesar,best-part-feat-h-e-r,64632,,
1988,anitta,goals,12254,,
1989,brockhampton,gummy,74946,,
1990,queen,we-will-rock-you-movie-mix,14928,,
1991,lana-del-rey,dark-paradise,552502,,
1992,twenty-one-pilots,cut-my-lip,30464,,
1993,sublime,santeria,763790,,
1994,death-cab-for-cutie,i-will-follow-you-into-the-dark,1155041,,
1995,bill-withers,aint-no-sunshine,657825,,
1996,red-hot-chili-peppers,dark-necessities,208152,,
1997,pixies,here-comes-your-man,703061,,
1998,muse,time-is-running-out,1221084,,
1999,wham,wake-me-up-before-you-go-go,429110,,
2000,capital-cities,safe-and-sound,589356,,
2001,green-day,when-i-come-around,786171,,
2002,robyn,dancing-on-my-own,396519,,
2003,avril-lavigne,sk8er-boi,458638,,
2004,mac-miller,ladders,40478,,
2005,martin-garrix,ocean-feat-khalid,68009,,
2006,kansas,dust-in-the-wind,628581,,
2007,anitta,medicina,34129,,
2008,hall-oates,maneater,290956,,
2009,chvrches,the-mother-we-share,446168,,
2010,tove-lo,habits-stay-high,301126,,
2011,lil-peep,benz-truck-gelik,55388,,
2012,train,hey-soul-sister,715322,,
2013,mgmt,me-and-michael,71659,,
2014,gwen-stefani,hollaback-girl,772665,,
2015,logic,1-800-273-8255,150365,,
2016,tyler-the-creator,whoville,12355,,
2017,katy-perry,firework,881015,,
2018,calvin-harris,feels,174072,,
2019,coldplay,adventure-of-a-lifetime,289421,,
2020,rage-against-the-machine,bulls-on-parade,835097,,
2021,clean-bandit,rather-be-feat-jess-glynne,485745,,
2022,slipknot,wait-and-bleed,805922,,
2023,interpol,evil,687484,,
2024,u2,with-or-without-you-remastered,100240,,
2025,green-day,boulevard-of-broken-dreams,1093199,,
2026,kylie-minogue,cant-get-you-out-of-my-head,559011,,
2027,elton-john,your-song,685945,,
2028,beastie-boys,sabotage,702327,,
2029,radiohead,daydreaming,217367,,
2030,earl-sweatshirt,chum,171804,,
2031,the-neighbourhood,daddy-issues,94777,,
2032,adele,when-we-were-young,214246,,
2033,oasis,dont-look-back-in-anger,1069237,,
2034,metallica,one,837680,,
2035,lil-peep,awful-things,51023,,
2036,ella-mai,trip,32616,,
2037,green-day,good-riddance-time-of-your-life,836286,,
2038,mumford-sons,slip-away,12195,,
2039,rick-astley,never-gonna-give-you-up,501058,,
2040,grouplove,tongue-tied,433154,,
2041,rihanna,bitch-better-have-my-money,271271,,
2042,eminem,the-real-slim-shady,737839,,
2043,queen,bohemian-rhapsody-live-aid,14761,,
2044,rosalia,reniego-cap-5-lamento,12080,,
2045,scorpions,wind-of-change,663691,,
2046,fifth-harmony,work-from-home,221389,,
2047,foster-the-people,sit-next-to-me,89784,,
2048,daughters,ocean-song,13581,,
2049,architects,royal-beggars,15474,,
2050,smile,doing-all-right-revisited,15236,,
2051,post-malone,stay,62007,,
2052,lil-wayne,uproar,40197,,
2053,mumford-sons,the-cave,914353,,
2054,kelly-clarkson,never-enough,12068,,
2055,bryan-adams,summer-of-69,613951,,
2056,tyler-the-creator,glitter,83882,,
2057,katy-perry,roar,521221,,
2058,tame-impala,yes-im-changing,192447,,
2059,lana-del-rey,high-by-the-beach,221826,,
2060,amy-winehouse,tears-dry-on-their-own,844056,,
2061,third-eye-blind,semi-charmed-life,443516,,
2062,pulp,common-people,332954,,
2063,lil-peep,white-girl,12102,,
2064,grimes,oblivion,462912,,
2065,the-strokes,you-only-live-once,877008,,
2066,muse,something-human-acoustic-version,11953,,
2067,lil-peep,fingers,11937,,
2068,bradley-cooper,maybe-its-time,27380,,
2069,schoolboy-q,x-with-2-chainz-saudi,79022,,
2070,brockhampton,weight,39431,,
2071,little-mix,forget-you-not,11942,,
2072,the-beatles,let-it-be-remastered-2009,102173,,
2073,blood-orange,charcoal-baby,46171,,
2074,frank-ocean,solo-reprise,111838,,
2075,post-malone,candy-paint,99289,,
2076,the-fratellis,chelsea-dagger,795046,,
2077,coldplay,fix-you-live-in-buenos-aires,11850,,
2078,the-clash,london-calling-remastered,129949,,
2079,jorja-smith,blue-lights,72135,,
2080,hoobastank,the-reason,967259,,
2081,gorillaz,humility-feat-george-benson,87384,,
2082,placebo,every-you-every-me,740077,,
2083,dire-straits,walk-of-life,675471,,
2084,tyler-the-creator,i-aint-got-time,86884,,
2085,the-cure,close-to-me,787208,,
2086,tears-for-fears,shout,500807,,
2087,lady-gaga,hair-body-face,24042,,
2088,wham,last-christmas,578828,,
2089,sza,drew-barrymore,97989,,
2090,post-malone,white-iverson,164518,,
2091,linkin-park,somewhere-i-belong,880956,,
2092,frank-ocean,be-yourself,125239,,
2093,elvis-presley,cant-help-falling-in-love,451587,,
2094,the-offspring,youre-gonna-go-far-kid,564349,,
2095,bob-dylan,like-a-rolling-stone,958015,,
2096,taylor-swift,we-are-never-ever-getting-back-together,415758,,
2097,eminem,stan,598413,,
2098,nirvana,about-a-girl,1106542,,
2099,my-chemical-romance,im-not-okay-i-promise,483956,,
2100,nina-simone,feeling-good,603398,,
2101,queens-of-the-stone-age,go-with-the-flow,793981,,
2102,clean-bandit,rockabye-feat-sean-paul-anne-marie,184656,,
2103,daughters,guest-house,13154,,
2104,troye-sivan,seventeen,36468,,
2105,oasis,dont-look-back-in-anger-remastered,106795,,
2106,j-cole,no-role-modelz,161605,,
2107,brockhampton,berlin,41669,,
2108,arcade-fire,rebellion-lies,840700,,
2109,adele,make-you-feel-my-love,696210,,
2110,the-1975,chocolate,369759,,
2111,jaden-smith,icon,58249,,
2112,paramore,aint-it-fun,286134,,
2113,thom-yorke,unmade,16258,,
2114,blackpink,boombayah,56031,,
2115,zayn,pillowtalk,222861,,
2116,bruno-mars,finesse-remix-feat-cardi-b,119072,,
2117,billie-eilish,hostage,40198,,
2118,ed-sheeran,the-a-team,612668,,
2119,dj-snake,let-me-love-you,215881,,
2120,bring-me-the-horizon,throne,144960,,
2121,alan-walker,diamond-heart,21598,,
2122,kendrick-lamar,pride,165725,,
2123,led-zeppelin,ramble-on,700013,,
2124,katy-perry,dark-horse,435725,,
2125,shawn-mendes,lost-in-japan-remix,27286,,
2126,playboi-carti,magnolia,87131,,
2127,the-lumineers,ophelia,194496,,
2128,lady-gaga,music-to-my-eyes,25074,,
2129,ariana-grande,everyday,95485,,
2130,queen,we-are-the-champions,845146,,
2131,interpol,if-you-really-love-nothing,42662,,
2132,the-prodigy,fight-fire-with-fire-feat-ho99o9,15455,,
2133,coldplay,a-sky-full-of-stars,483760,,
2134,queen,bicycle-race-remastered-2011,46583,,
2135,otis-redding,sittin-on-the-dock-of-the-bay,558863,,
2136,muse,dig-down-acoustic-gospel-version,11666,,
2137,bing-crosby,white-christmas,420935,,
2138,the-smashing-pumpkins,bullet-with-butterfly-wings-remastered-2012,26586,,
2139,blackpink,as-if-its-your-last,45449,,
2140,dead-or-alive,you-spin-me-round-like-a-record,331201,,
2141,kanye-west,no-mistakes,75120,,
2142,frank-ocean,pyramids,317290,,
2143,mac-miller,whats-the-use,38117,,
2144,hailee-steinfeld,let-me-go-with-alesso-florida-georgia-line-watt,105708,,
2145,bring-me-the-horizon,wonderful-life-feat-dani-filth,17062,,
2146,tyler-the-creator,foreword,88945,,
2147,katy-perry,last-friday-night-t-g-i-f,651696,,
2148,maroon-5,sugar,384804,,
2149,jimi-hendrix,purple-haze,915834,,
2150,crowded-house,dont-dream-its-over,406870,,
2151,rosalia,preso-cap-6-clausura,11597,,
2152,twenty-one-pilots,legend,28945,,
2153,fun,we-are-young-feat-janelle-monae,644818,,
2154,justin-timberlake,cry-me-a-river,768425,,
2155,selena-gomez,fetish-feat-gucci-mane,106365,,
2156,supergrass,alright,493541,,
2157,sufjan-stevens,the-only-thing,200898,,
2158,mumford-sons,little-lion-man,919595,,
2159,sza,the-weekend,95890,,
2160,the-notorious-b-i-g,juicy,762686,,
2161,queen,now-im-here-live-at-the-hammersmith-odeon,14387,,
2162,eminem,till-i-collapse,401211,,
2163,interpol,the-rover,52809,,
2164,kanye-west,waves,154168,,
2165,julia-holter,whether,14903,,
2166,metronomy,the-look,408445,,
2167,camila-cabello,she-loves-control,83923,,
2168,florence-the-machine,sky-full-of-song,77871,,
2169,little-mix,womans-world,11516,,
2170,sufjan-stevens,death-with-dignity,184029,,
2171,the-xx,angels,687483,,
2172,abba,gimme-gimme-gimme-a-man-after-midnight,291405,,
2173,katy-perry,teenage-dream,795160,,
2174,architects,mortal-after-all,11474,,
2175,the-beatles,blackbird-remastered,94160,,
2176,lana-del-rey,lust-for-life-with-the-weeknd,121463,,
2177,black-eyed-peas,where-is-the-love,615152,,
2178,radiohead,bodysnatchers,894478,,
2179,europe,the-final-countdown,732129,,
2180,mumford-sons,rose-of-sharon,11577,,
2181,ed-sheeran,galway-girl,185584,,
2182,queen,dont-stop-me-now-revisited,18570,,
2183,linkin-park,papercut,833021,,
2184,radiohead,exit-music-for-a-film,897599,,
2185,scorpions,rock-you-like-a-hurricane,523350,,
2186,flipp-dinero,leave-me-alone,21634,,
2187,architects,holy-hell,11433,,
2188,justin-timberlake,cant-stop-the-feeling-original-song-from-dreamworks-animations-trolls,247081,,
2189,two-door-cinema-club,something-good-can-work,744741,,
2190,little-mix,shout-out-to-my-ex,111186,,
2191,pearl-jam,jeremy,806603,,
2192,kelly-clarkson,since-u-been-gone,623972,,
2193,james-arthur,empty-space,15783,,
2194,cher,believe,451551,,
2195,leona-lewis,bleeding-love,816747,,
2196,vanessa-carlton,a-thousand-miles,541730,,
2197,the-proclaimers,im-gonna-be-500-miles,477756,,
2198,arctic-monkeys,knee-socks,386565,,
2199,the-national,i-need-my-girl,334139,,
2200,vince-staples,big-fish,92174,,
2201,architects,doomsday,31562,,
2202,the-beatles,hey-jude-remastered-2015,122382,,
2203,al-green,lets-stay-together,674023,,
2204,tame-impala,the-moment,214155,,
2205,brockhampton,district,37110,,
2206,lady-gaga,perfect-illusion,154722,,
2207,lil-baby,yes-indeed,51977,,
2208,michael-buble,holly-jolly-christmas,181785,,
2209,nelly-furtado,promiscuous,522182,,
2210,bruno-mars,just-the-way-you-are,698547,,
2211,sum-41,fat-lip,746297,,
2212,ray-parker-jr,ghostbusters,239582,,
2213,frank-sinatra,let-it-snow-let-it-snow-let-it-snow-with-the-b-swanson-quartet,13587,,
2214,lana-del-rey,ride,379891,,
2215,calvin-harris,this-is-what-you-came-for,237814,,
2216,queen,love-of-my-life-live-at-rock-in-rio,13601,,
2217,arcade-fire,wake-up,825951,,
2218,miley-cyrus,we-cant-stop,412884,,
2219,linkin-park,breaking-the-habit,891434,,
2220,tyler-the-creator,big-bag,11527,,
2221,ice-cube,it-was-a-good-day,771168,,
2222,julia-michaels,issues,163474,,
2223,the-police,roxanne-remastered-2003,77007,,
2224,travi-scott,nc-17,45593,,
2225,kendrick-lamar,yah,174414,,
2226,mariah-carey,one-mo-gen,11320,,
2227,daft-punk,something-about-us,759689,,
2228,zayn,i-dont-wanna-live-forever-fifty-shades-darker-from-fifty-shades-darker-original-motion-picture-soundtrack,89999,,
2229,katy-perry,hot-n-cold,965879,,
2230,joji,r-i-p-feat-trippie-redd,17066,,
2231,radiohead,how-to-disappear-completely,725584,,
2232,takeoff,last-memory,13292,,
2233,the-chainsmokers,dont-let-me-down,245489,,
2234,taylor-swift,dancing-with-our-hands-tied,58037,,
2235,lady-gaga,judas,408964,,
2236,travi-scott,houstonfornication,42821,,
2237,juice-wrld,all-girls-are-the-same,42116,,
2238,the-clash,rock-the-casbah-remastered,123699,,
2239,the-doors,light-my-fire,989146,,
2240,travi-scott,houstonfornication,42821,,
2241,juice-wrld,all-girls-are-the-same,42116,,
2242,the-clash,rock-the-casbah-remastered,123699,,
2243,lana-del-rey,off-to-the-races,535831,,
2244,david-guetta,dont-leave-me-alone-feat-anne-marie,54481,,
2245,rihanna,only-girl-in-the-world,598396,,
2246,famous-dex,pick-it-up-feat-a-ap-rocky,64320,,
2247,abba,mamma-mia,502564,,
2248,justin-bieber,mistletoe,155737,,
2249,imagine-dragons,its-time,659091,,
2250,jpegmafia,1539-n-calvert,37499,,
2251,joji,xnxx,16301,,
2252,ke-ha,praying,115160,,
2253,21-savage,bank-account,105125,,
2254,ben-e-king,stand-by-me,579751,,
2255,julien-baker,bite-the-hand,20722,,
2256,metro-boomin,no-complaints-feat-offset-drake-bonus,11144,,
2257,grimes,flesh-without-blood,183739,,
2258,mac-miller,hurt-feelings,36658,,
2259,nine-inch-nails,closer,698906,,
2260,radiohead,idioteque,850542,,
2261,zedd,stay-with-alessia-cara,154077,,
2262,muse,break-it-to-me-sam-de-jong-remix,11173,,
2263,ariana-grande,touch-it,69907,,
2264,troye-sivan,somebody-to-love,11124,,
2265,mitski,geyser,43802,,
2266,little-mix,black-magic,138109,,
2267,kali-uchis,just-a-stranger-feat-steve-lacy,48029,,
2268,the-killers,all-these-things-that-ive-done,1220450,,
2269,bee-gees,stayin-alive-from-saturday-night-fever-soundtrack,55135,,
2270,the-hives,hate-to-say-i-told-you-so,605155,,
2271,jason-derulo,goodbye-feat-nicki-minaj-willy-william,40319,,
2272,madonna,like-a-prayer,597751,,
2273,foals,mountain-at-my-gates,225856,,
2274,eagle-eye-cherry,save-tonight,706429,,
2275,rammstein,sonne,555573,,
2276,frank-ocean,close-to-you,108642,,
2277,arctic-monkeys,one-for-the-road,439605,,
2278,arctic-monkeys,crying-lightning,521233,,
2279,brockhampton,face,62485,,
2280,korn,freak-on-a-leash,868861,,
2281,rihanna,kiss-it-better,143511,,
2282,the-cure,pictures-of-you,609557,,
2283,mariah-carey,8th-grade,11125,,
2284,stone-temple-pilots,interstate-love-song,561422,,
2285,neil-young,heart-of-gold,652014,,
2286,mumford-sons,picture-you,11183,,
2287,jess-glynne,all-i-am,35212,,
2288,moby,porcelain,867270,,
2289,lady-gaga,la-vie-en-rose,27863,,
2290,rosalia,nana-cap-9-concepcion,11094,,
2291,sum-41,in-too-deep,701300,,
2292,lorde,400-lux,344470,,
2293,alessia-cara,scars-to-your-beautiful,156880,,
2294,jefferson-airplane,somebody-to-love,755488,,
2295,kanye-west,wouldnt-leave,75692,,
2296,muse,plug-in-baby,843803,,
2297,stealers-wheel,stuck-in-the-middle-with-you,459609,,
2298,j-balvin,mi-gente,141295,,
2299,the-1975,sincerity-is-scary,27347,,
2300,kate-bush,running-up-that-hill-a-deal-with-god,416018,,
2301,talking-heads,this-must-be-the-place-naive-melody-2005-remastered-version,100806,,
2302,travi-scott,coffee-bean,42886,,
2303,imagine-dragons,on-top-of-the-world,601435,,
2304,the-temptations,my-girl,585189,,
2305,the-xx,islands,906317,,
2306,ariana-grande,moonlight,79607,,
2307,pabllo-vittar,nao-vou-deitar,19151,,
2308,lovelytheband,broken,46938,,
2309,radiohead,house-of-cards,854222,,
2310,dr-dre,the-next-episode,751491,,
2311,cocteau-twins,cherry-coloured-funk,196969,,
2312,a-ap-rocky,fukk-sleep,35756,,
2313,john-denver,take-me-home-country-roads-rerecorded,25265,,
2314,the-beatles,while-my-guitar-gently-weeps-remastered,82794,,
2315,bon-jovi,its-my-life,650113,,
2316,bradley-cooper,black-eyes,27168,,
2317,david-bowie,lets-dance-nile-rodgers-string-version-radio-edit,11102,,
2318,88rising,midsummer-madness,32723,,
2319,frank-ocean,godspeed,104740,,
2320,blur,girls-boys,686015,,
2321,bright-eyes,first-day-of-my-life,710891,,
2322,elvis-presley,blue-christmas,356132,,
2323,the-prodigy,give-me-a-signal-feat-barns-courtney,10898,,
2324,tame-impala,cause-im-a-man,220289,,
2325,paramore,still-into-you,298318,,
2326,camila-cabello,consequences-orchestra,20775,,
2327,jid,off-deez-with-j-cole,11571,,
2328,nf,let-you-down,116319,,
2329,anne-marie,perfect-to-me,10959,,
2330,the-velvet-underground,sunday-morning,560817,,
2331,cream,white-room,640296,,
2332,yann-tiersen,comptine-dun-autre-ete-lapres-midi,344831,,
2333,miley-cyrus,wrecking-ball,450666,,
2334,selena-gomez,hands-to-myself,190168,,
2335,john-lennon,happy-xmas-war-is-over-remastered,13738,,
2336,arctic-monkeys,brianstorm,727103,,
2337,katy-perry,swish-swish,130503,,
2338,julien-baker,souvenir,13804,,
2339,beach-house,myth,415713,,
2340,p-nk,what-about-us,131809,,
2341,coldplay,magic,487740,,
2342,lorde,glory-and-gore,349074,,
2343,the-black-keys,tighten-up,778135,,
2344,steppenwolf,born-to-be-wild,680627,,
2345,the-offspring,pretty-fly-for-a-white-guy,809866,,
2346,cigarettes-after-sex,nothings-gonna-hurt-you-baby,113718,,
2347,joji,come-thru,15930,,
2348,martin-garrix,in-the-name-of-love,179009,,
2349,neutral-milk-hotel,holland-1945,452812,,
2350,lil-uzi-vert,new-patek,29241,,
2351,black-eyed-peas,i-gotta-feeling,972881,,
2352,yeah-yeah-yeahs,maps,897998,,
2353,unknown-mortal-orchestra,so-good-at-being-in-trouble,222474,,
2354,taylor-swift,love-story,600489,,
2355,lady-gaga,g-u-y,164993,,
2356,twenty-one-pilots,leave-the-city,27901,,
2357,joji,why-am-i-still-in-la-feat-shlohmo-d33j,15944,,
2358,the-smiths,how-soon-is-now-2011-remastered-version,134598,,
2359,paramore,the-only-exception,554580,,
2360,panic-at-the-disco,death-of-a-bachelor,100197,,
2361,foo-fighters,all-my-life,909823,,
2362,the-beatles,back-in-the-u-s-s-r-2018-mix,14908,,
2363,blur,song-2,1443965,,
2364,stone-sour,through-glass,682685,,
2365,the-xx,on-hold,202012,,
2366,mac-demarco,my-kind-of-woman,168071,,
2367,alt-j,left-hand-free,353117,,
2368,tyga,dip,16280,,
2369,sunmi,siren,15987,,
2370,dusty-springfield,son-of-a-preacher-man,615949,,
2371,shawn-mendes,stitches,262331,,
2372,beyonce,irreplaceable,799009,,
2373,aretha-franklin,i-say-a-little-prayer,456321,,
2374,architects,damnation,10648,,
2375,red-velvet,pikabu-peek-a-boo,35511,,
2376,disclosure,latch-feat-sam-smith,524414,,
2377,mac-miller,come-back-to-earth,36453,,
2378,rich-the-kid,plug-walk,63678,,
2379,the-jesus-and-mary-chain,just-like-honey,432922,,
2380,the-cardigans,lovefool-radio-edit,173061,,
2381,lady-gaga,the-cure,129749,,
2382,3-doors-down,here-without-you,1061707,,
2383,kendrick-lamar,feel,164799,,
2384,jimi-hendrix,hey-joe,757251,,
2385,alvvays,dreams-tonite,81959,,
2386,kali-uchis,tyrant-feat-jorja-smith,63044,,
2387,alan-walker,darkside,38120,,
2388,takeoff,casper,10689,,
2389,rudimental,summer-love,11086,,
2390,rosalia,maldicion-cap-10-cordura,10643,,
2391,julia-holter,turn-the-light-on,13422,,
2392,massive-attack,paradise-circus,533512,,
2393,zayn,fingers,20715,,
2394,fleet-foxes,if-you-need-to-keep-time-on-me,110206,,
2395,spin-doctors,two-princes,619815,,
2396,maroon-5,she-will-be-loved-radio-mix,61200,,
2397,audioslave,show-me-how-to-live,689830,,
2398,juice-wrld,lean-wit-me,30540,,
2399,anderson-paak,bubblin,39618,,
2400,troye-sivan,animal,40044,,
2401,nirvana,all-apologies,1009918,,
2402,tyler-the-creator,november,77793,,
2403,sia,audio-with-sia-diplo-labrinth,10734,,
2404,drowning-pool,bodies,701268,,
2405,mo,sun-in-our-eyes,40198,,
2406,the-white-stripes,fell-in-love-with-a-girl,711487,,
2407,50-cent,in-da-club,956683,,
2408,pusha-t,come-back-baby,49132,,
2409,pixies,hey,614590,,
2410,katy-perry,chained-to-the-rhythm,159223,,
2411,prince,purple-rain,406672,,
2412,little-mix,touch,101262,,
2413,madison-beer,hurts-like-hell-feat-offset,10688,,
2414,florence-the-machine,big-god,60086,,
2415,migos,walk-it-talk-it,69905,,
2416,muse,psycho,227253,,
2417,greta-van-fleet,highway-tune,63366,,
2418,paramore,rose-colored-boy,83460,,
2419,bruce-springsteen,dancing-in-the-dark,553992,,
2420,beach-house,dark-spring,64460,,
2421,kurt-vile,loading-zones,31789,,
2422,kygo,remind-me-to-forget,73722,,
2423,slowdive,sugar-for-the-pill,109204,,
2424,billie-eilish,party-favor,34282,,
2425,st-vincent,los-ageless,87534,,
2426,migos,stir-fry,88274,,
2427,rex-orange-county,best-friend,46718,,
2428,tom-petty,free-fallin,474442,,
2429,g-i-dle,hann-alone,16695,,
2430,brockhampton,san-marcos,33841,,
2431,charlie-puth,we-dont-talk-anymore-feat-selena-gomez,188861,,
2432,stevie-wonder,superstition-single-version,183858,,
2433,sza,broken-clocks,80988,,
2434,eminem,venom-music-from-the-motion-picture,47957,,
2435,billie-eilish,burn-with-vince-staples,39961,,
2436,frank-ocean,pretty-sweet,106296,,
2437,a-ap-rocky,l-d,151650,,
2438,shawn-mendes,mercy,151886,,
2439,mac-demarco,salad-days,253391,,
2440,eric-clapton,cocaine,683831,,
2441,travi-scott,antidote,128607,,
2442,shawn-mendes,youth-feat-khalid,44065,,
2443,a-tribe-called-quest,can-i-kick-it,405303,,
2444,clean-bandit,i-miss-you-feat-julia-michaels,107425,,
2445,denzel-curry,black-balloons, 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK , TWELVE'LEN + GOLDL1NK],31853.0
2446,pabllo-vittar,no-hablo-espanol,18273,,
2447,corinne-bailey-rae,put-your-records-on,614902,,
2448,caesars,jerk-it-out,365065,,
2449,vance-joy,mess-is-mine,254569,,
2450,taylor-swift,out-of-the-woods,144315,,
2451,post-malone,paranoid,74522,,
2452,judas-priest,breaking-the-law,548731,,
2453,the-1975,the-sound,150176,,
2454,phil-collins,in-the-air-tonight-2015-remastered,80291,,
2455,of-monsters-and-men,dirty-paws,536347,,
2456,kendrick-lamar,swimming-pools-drank-extended-version,252426,,
2457,rihanna,s-m,594789,,
2458,jess-glynne,ill-be-there,53318,,
2459,julien-baker,me-my-dog,21264,,
2460,blue-swede,hooked-on-a-feeling,304554,,
2461,halsey,now-or-never,135968,,
2462,a-ap-rocky,f-kin-problems,286978,,
2463,pusha-t,santeria,47207,,
2464,evanescence,my-immortal,920851,,
2465,post-malone,go-flex,98934,,
2466,daft-punk,get-lucky-feat-pharrell-williams-nile-rodgers-radio-edit,32124,,
2467,post-malone,ball-for-me-feat-nicki-minaj,47508,,
2468,phoebe-bridgers,motion-sickness,49078,,
2469,jack-johnson,better-together,920052,,
2470,thundercat,them-changes,107903,,
2471,mariah-carey,portrait,10309,,
2472,kanye-west,love-lockdown,736458,,
2473,kurt-vile,pretty-pimpin,169878,,
2474,carly-rae-jepsen,cut-to-the-feeling,65183,,
2475,dua-lipa,hotter-than-hell,127654,,
2476,mariah-carey,we-belong-together,432123,,
