Name,titre,Listeners,,
Queen,Play The Game - Remastered 2011,28158,,
Radiohead,Present Tense,157366,,
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",23087,,
The Velvet Underground,Pale Blue Eyes,477759,,
Radiohead,Just,796371,,
Kendrick Lamar,A.D.H.D,309298,,
The Coral,Dreaming of You,432546,,
Fleetwood Mac,Dreams - 2004 Remaster For Digital; 2004 Remaster,8136,,
Fergie,Fergalicious,467540,,
Limp Bizkit,Take a Look Around,589501,,
Jon Bellion,All Time Low,115618,,
Iggy Azalea,Fancy,348841,,
Carly Rae Jepsen,Gimmie Love,77297,,
The Wombats,Let's Dance to Joy Division,503894,,
Eminem,My Name Is,601701,,
Japanese Breakfast,Road Head,65143,,
Yung Lean,happy feet,9595,,
Katy Perry,The One That Got Away,467256,,
Queen,You're My Best Friend,649806,,
The Knack,My Sharona,380573,,
Glass Animals,Youth,110524,,
Dua Lipa,Homesick,70251,,
Shakira,"Whenever, Wherever",427727,,
Ariana Grande,Knew Better / Forever Boy,56668,,
The Weeknd,Die For You,101454,,
Britney Spears,Circus,491462,,
The Ronettes,Sleigh Ride,216432,,
The White Stripes,Icky Thump,720055,,
Neutral Milk Hotel,Two-Headed Boy,494045,,
Mitski,Two Slow Dancers,31415,,
Björk,It's Oh So Quiet,432832,,
Paramore,That's What You Get,671658,,
Shakira,Clandestino,37091,,
Mariah Carey,Giving Me Life,8090,,
Metallica,Whiskey in the Jar,531403,,
Audioslave,Cochise,632045,,
Amy Winehouse,Love Is a Losing Game,759170,,
Kali Uchis,Your Teeth In My Neck,40736,,
Anderson .Paak,Am I Wrong,66075,,
Iggy Azalea,Fancy,348841,,
The Paper Kites,Bloom - Bonus Track,158706,,
Britney Spears,Circus,491462,,
Katy Perry,The One That Got Away,467256,,
Queen,You're My Best Friend,649806,,
Placebo,The Bitter End,698291,,
Metallica,Whiskey in the Jar,531403,,
Cage the Elephant,COLD COLD COLD,92292,,
Amy Winehouse,Love Is a Losing Game,759170,,
The Weeknd,Try Me,79202,,
NoName,Blaxploitation,28848,,
Rita Ora,First Time High,8307,,
Future Islands,Seasons (Waiting on You),244200,,
Bad Wolves,Zombie,38624,,
Radiohead,Kid A,690691,,
Arctic Monkeys,A Certain Romance,824873,,
Car Seat Headrest,Bodys,44783,,
Portishead,Sour Times,682219,,
The Notorious B.I.G.,Hypnotize - 2014 Remastered Version,67619,,
Freya Ridings,Lost Without You,27016,,
Arctic Monkeys,The View from the Afternoon,842459,,
The 1975,Robbers,135800,,
Florence + the Machine,June,54235,,
Grizzly Bear,Mourning Sound,97762,,
Maroon 5,Maps,339301,,
BTS,The Truth Untold,23815,,
Florence + the Machine,Ship to Wreck,229898,,
Kanye West,All Falls Down,286547,,
Arcade Fire,Neighborhood #1 (Tunnels),697403,,
Hugh Jackman,The Greatest Show,32830,,
Nicki Minaj,Super Bass,486111,,
Avicii,Hey Brother,424514,,
Rupert Holmes,Escape (The Pina Colada Song),204595,,
The Beatles,Something - Remastered 2009,72520,,
Dio,Holy Diver,470949,,
Linkin Park,One More Light,78635,,
Kongos,Come With Me Now,208008,,
Queen,I'm In Love With My Car - Remastered 2011,19709,,
Iron Maiden,The Trooper - 1998 Remastered Version,94848,,
Fall Out Boy,The Last Of The Real Ones,66914,,
Father John Misty,Mr. Tillman,54077,,
Pixies,Monkey Gone to Heaven,798765,,
Blur,Coffee & TV,662926,,
G-Eazy,"Me, Myself & I",185872,,
Usher,Yeah!,363077,,
The Rolling Stones,Wild Horses,627833,,
Troye Sivan,What a Heavenly Way to Die,28631,,
Weezer,Zombie Bastards,8523,,
Nicki Minaj,Majesty (with Labrinth & feat. Eminem),20230,,
The Rolling Stones,Wild Horses,627833,,
Arcade Fire,Neighborhood #1 (Tunnels),697403,,
Florence + the Machine,Ship to Wreck,229898,,
Dio,Holy Diver,470949,,
Bad Wolves,Zombie,38624,,
Florence + the Machine,June,54235,,
Kanye West,Can't Tell Me Nothing,734521,,
Muse,New Born,741878,,
Fleetwood Mac,Never Going Back Again,333527,,
Taylor Swift,Welcome to New York,134209,,
G-Eazy,"Me, Myself & I",185872,,
Freya Ridings,Lost Without You,27016,,
Usher,Yeah!,363077,,
Curren$y,Location Remote,7971,,
Queens of the Stone Age,Make It Wit Chu,420533,,
The Notorious B.I.G.,Hypnotize - 2014 Remastered Version,67619,,
Exo,Damage,7969,,
Blood Orange,Orlando,33393,,
Lorde,White Teeth Teens,275515,,
RM,moonchild,11341,,
Kodak Black,Take One,7966,,
Grizzly Bear,Mourning Sound,97762,,
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),582316,,
Pixies,Monkey Gone to Heaven,798765,,
Frank Ocean,Crack Rock,242321,,
Mariah Carey,Giving Me Life (feat. Slick Rick & Blood Orange),7954,,
Radiohead,Lucky,879209,,
Denzel Curry,Vengeance , Vengeance [Feat. Jpegmafia & Zillakami , Jpegmaf1a + Z1llakam1],22170
6LACK,Switch,27395,,
Nirvana,In Bloom - Nevermind Version,106451,,
Troye Sivan,What a Heavenly Way to Die,28631,,
Father John Misty,Mr. Tillman,54077,,
Whitney Houston,I Will Always Love You,525424,,
Poppy,Play Destroy,7958,,
Troye Sivan,Youth,161667,,
Father John Misty,REAL LOVE BABY,102633,,
Arctic Monkeys,Dancing Shoes,951187,,
Little Dragon,Timothy,7936,,
Eminem,Mockingbird,638084,,
Nicki Minaj,Majesty (with Labrinth & feat. Eminem),20230,,
Ozzy Osbourne,Crazy Train - Remastered,90431,,
Mac Miller,Small Worlds,27252,,
Lady Gaga,Marry the Night,324559,,
Lil' Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",129034,,
The Rolling Stones,Brown Sugar,680712,,
Led Zeppelin,When the Levee Breaks,596815,,
Grimes,California,151566,,
P.O.D.,Youth of the Nation,553734,,
Daniel Caesar,Japanese Denim,42785,,
Joy Division,She's Lost Control - 2007 Remastered Version,99646,,
